id,age,division,department,class,stock,reviews,feedback,rating,recommend 
6832,25,General,Jackets,Outerwear,1121,The best,0,5,1
6833,65,General,Tops,Knits,867,Comfy,0,5,1
6834,49,General Petite,Tops,Fine gauge,911,Huge!,1,3,1
6835,56,General,Dresses,Dresses,1078,Gorgeous dress with european flaiir,0,5,1
6836,34,Initmates,Intimate,Swim,625,Wanted to love it,0,2,0
6837,42,General Petite,Dresses,Dresses,1078,Perfection,2,5,1
6838,60,General,Bottoms,Jeans,1022,Comfy yer dressy,0,5,1
6839,28,General,Tops,Knits,882,Cute variation on a t shirt,10,4,1
6840,33,General,Jackets,Outerwear,1133,Cute parka!,0,5,1
6841,37,General,Tops,Knits,854,,0,4,1
6842,54,General,Bottoms,Skirts,1001,,1,4,1
6843,25,General Petite,Tops,Knits,883,Not for curves,1,3,0
6844,34,General,Tops,Sweaters,936,Super cropped sweater,1,1,0
6845,50,General Petite,Jackets,Jackets,975,Cute comfortable great details,1,5,1
6846,49,General,Tops,Blouses,818,Great shirt,0,4,1
6847,31,General Petite,Tops,Sweaters,936,Big bold and beautiful but not for me,7,4,1
6848,46,Initmates,Intimate,Swim,197,L space chloe top,0,3,0
6849,45,General,Tops,Blouses,835,Gorgeous.,3,5,1
6850,54,General,Dresses,Dresses,1080,,3,2,0
6851,66,General Petite,Dresses,Dresses,1095,,10,4,1
6852,30,General Petite,Dresses,Dresses,1095,So great - but quality not amazing,27,3,1
6853,36,General Petite,Tops,Knits,867,Lovely,0,4,1
6854,37,General,Bottoms,Pants,1044,Not fit for travel,0,1,0
6855,47,General,Tops,Sweaters,935,Beautiful camel color,1,5,1
6856,53,General,Dresses,Dresses,1080,Not for me...,0,4,0
6857,45,General,Bottoms,Jeans,1033,,1,5,1
6858,45,General,Tops,Knits,872,,0,5,1
6859,42,General Petite,Intimate,Lounge,674,Perfect for the beach or pool,9,5,1
6860,31,General,Dresses,Dresses,1092,Cute and comfy,5,4,1
6861,36,General,Tops,Sweaters,927,Soft and substantial,6,5,1
6862,56,General Petite,Tops,Knits,867,Perfect work top! a bit sheer!,23,5,1
6863,41,General Petite,Tops,Sweaters,936,Quality sweater,5,5,1
6864,45,General,Tops,Sweaters,941,Thick and cozy,0,4,1
6865,25,General Petite,Intimate,Lounge,146,Love them!,0,5,1
6866,57,General,Bottoms,Pants,1059,Stripes are not my friend.,7,3,0
6867,42,General,Jackets,Outerwear,1126,Super cute jacket ! runs a bit small,0,5,1
6868,58,General,Tops,Knits,886,,0,5,1
6869,74,General,Tops,Fine gauge,913,Runs short,2,2,0
6870,63,General Petite,Tops,Blouses,829,Basic black bonus,6,5,1
6871,35,General Petite,Dresses,Dresses,1077,Too short,1,2,0
6872,25,General Petite,Tops,Fine gauge,895,Slimming and classy,2,5,1
6873,34,General,Tops,Knits,862,Feels lovely to the skin; 1 major flaw for me,12,4,1
6874,30,General Petite,Tops,Knits,877,Great!,4,5,1
6875,62,General Petite,Tops,Sweaters,936,Disappointed,0,3,0
6876,60,General,Tops,Fine gauge,909,,0,3,1
6877,80,General Petite,Tops,Knits,863,,3,5,1
6878,65,General,Tops,Blouses,850,Perfect summer top!,0,5,1
6879,29,General,Dresses,Dresses,1072,Top gapes open,2,2,0
6880,48,General,Dresses,Dresses,1094,Versatile dress,0,5,1
6881,63,General Petite,Tops,Blouses,841,"Beautiful top, worth the necessary tailoring",15,4,1
6882,28,General Petite,Tops,Knits,872,,0,5,1
6883,62,General,Bottoms,Pants,1047,Yes yes yes,1,5,1
6884,45,General,Tops,Fine gauge,907,Love it,0,5,1
6885,69,General Petite,Bottoms,Pants,1059,Beautiful fabric and design,2,5,1
6886,36,General,Tops,Knits,873,Great shirt,3,5,1
6887,30,General,Tops,Knits,875,Great light and flowy top,0,5,1
6888,42,General Petite,Tops,Knits,862,Very cute but runs large!,11,4,1
6889,41,General,Tops,Knits,865,Might be my new favorite shirt this fall!,0,4,1
6890,43,General,Tops,Blouses,825,Love this top,0,5,1
6891,39,General,Dresses,Dresses,1086,Perfect winter shift,3,5,1
6892,54,General,Jackets,Outerwear,1116,Cute but super small,1,4,1
6893,43,Initmates,Intimate,Lounge,260,Great lil vest,1,5,1
6894,37,General Petite,Dresses,Dresses,1078,,0,5,1
6895,42,General Petite,Bottoms,Pants,472,Perfect fit shorts,3,5,1
6896,32,General,Tops,Blouses,831,Beautiful,0,5,1
6897,55,General Petite,Dresses,Dresses,1081,Cute dress,0,5,1
6898,20,General,Bottoms,Shorts,705,Exceeded my expectations,6,5,1
6899,44,General Petite,Tops,Knits,863,Fabulous dressed up tee!,0,5,1
6900,46,General Petite,Dresses,Dresses,1094,Pretty in pink,7,5,1
6901,36,General Petite,Dresses,Dresses,1094,Comfortable dress!,0,5,1
6902,56,General,Dresses,Dresses,1080,Does not fit well but is beautiful,0,2,0
6903,52,General,Bottoms,Skirts,990,Not as advertised,5,3,0
6904,31,General,Dresses,Dresses,1094,"Cute dress, not for me",2,4,1
6905,32,General,Tops,Knits,862,My new favorite loungewear.,0,4,1
6906,49,General Petite,Dresses,Dresses,1078,Wanted to like it,0,2,0
6907,24,General,Dresses,Dresses,1094,Great dress but not functional,3,1,0
6908,43,General,Tops,Knits,875,Beautiful but boxy,0,4,1
6909,61,General,Bottoms,Skirts,1016,So bizarre!,3,5,1
6910,58,General,Dresses,Dresses,1084,Perfect dress!,0,5,1
6911,55,General Petite,Tops,Knits,863,,0,4,1
6912,53,General,Bottoms,Jeans,1028,Absolutely perfect!!!,0,4,1
6913,70,Initmates,Intimate,Layering,109,So pretty!,0,5,1
6914,29,Initmates,Intimate,Lounge,375,Wardrobe staple for me!,3,5,1
6915,55,General,Tops,Sweaters,936,"Soft, feminine, versatile",1,5,1
6916,26,Initmates,Intimate,Swim,378,,9,5,1
6917,46,General,Dresses,Dresses,1100,,0,5,1
6918,30,General,Tops,Knits,867,Festive top!,5,4,1
6919,65,General Petite,Tops,Fine gauge,899,Cute little cardi,0,5,1
6920,29,General Petite,Tops,Blouses,829,Perfect,0,5,1
6921,39,General,Tops,Sweaters,939,Love so much i got three,0,5,1
6922,31,General Petite,Tops,Knits,879,Great shirt!,0,5,1
6923,23,General,Tops,Blouses,829,Lovely tunic,2,5,1
6924,29,General,Dresses,Dresses,1078,"Beautiful dress, terrible zipper",0,3,1
6925,28,General Petite,Bottoms,Jeans,1025,Love!,1,5,1
6926,41,General,Tops,Blouses,835,Kelby swing tank,10,3,0
6927,19,General,Tops,Knits,861,"Cute, casual top",11,4,1
6928,23,General,Tops,Blouses,822,Not a fan,9,2,0
6929,37,General,Tops,Knits,868,Flattering tunic for any occasion,0,5,1
6930,41,Initmates,Intimate,Sleep,154,Super comfy but very boxy,0,4,1
6931,28,General,Tops,Sweaters,949,Want go get another in a diff color,0,5,1
6932,51,General,Dresses,Dresses,1078,Perfect fit,0,5,1
6933,58,Initmates,Intimate,Sleep,512,Cute and sweet,2,5,1
6934,46,General,Tops,Knits,877,Choral ruffle top,0,3,0
6935,39,General Petite,Intimate,Lounge,667,Soft!,0,5,1
6936,43,General,Dresses,Dresses,1078,"Cute, versatile dress",1,4,1
6937,40,General,Tops,Sweaters,937,Frumpy,2,3,0
6938,61,General,Dresses,Dresses,1078,Easy to wear dress,0,5,1
6939,28,General,Dresses,Dresses,1086,"So close, but the cut is not good!",0,2,0
6940,28,General,Tops,Blouses,831,,0,2,0
6941,52,General,Tops,Blouses,843,Beautiful!!!   runs small,0,5,1
6942,33,Initmates,Intimate,Layering,245,Perfect dress,4,5,1
6943,48,General,Bottoms,Pants,1056,Perfect!,0,5,1
6944,44,General Petite,Dresses,Dresses,1078,Had potential but it doesn't deliver,2,3,0
6945,36,General Petite,Tops,Sweaters,949,Great vest,0,5,1
6946,49,General,Tops,Knits,860,Perfectly cut!,0,5,1
6947,39,General Petite,Tops,Knits,864,Casual and cute tunic,0,4,1
6948,39,General,Tops,Knits,860,Enormous....,0,2,0
6949,41,General,Dresses,Dresses,1078,Just perfect!,1,5,1
6950,48,General,Bottoms,Jeans,1033,"Cute on the hanger, not so much on",1,3,0
6951,57,General,Tops,Blouses,828,Falls to the back.,0,4,1
6952,74,General,Tops,Sweaters,937,Great fall sweater,1,4,1
6953,38,General,Bottoms,Jeans,1024,New favorite jeans,1,5,1
6954,33,General Petite,Bottoms,Jeans,1033,Great dressy jean,0,4,1
6955,32,General,Bottoms,Jeans,1033,Size down,1,5,1
6956,32,General,Tops,Knits,862,Great casual top,0,5,1
6957,22,General Petite,Tops,Fine gauge,907,"Soft, lovely colors, great vibe",0,4,1
6958,53,General,Tops,Knits,861,Pretty tee,1,5,1
6959,48,General,Tops,Blouses,833,Very cute but harder to wear than i expected,1,4,1
6960,39,General Petite,Dresses,Dresses,1075,Huge and a bit grayish,0,2,0
6961,51,General,Bottoms,Skirts,998,,1,1,0
6962,36,General,Bottoms,Shorts,602,Not what i expected,0,3,0
6963,41,General,Tops,Knits,862,Jury is still out,3,4,1
6964,35,General Petite,Tops,Knits,854,Pricey for what it is,1,4,1
6965,56,General Petite,Tops,Sweaters,936,A little odd...,0,3,0
6966,27,General,Bottoms,Shorts,630,New summer staple,0,5,1
6967,52,General,Tops,Blouses,815,It's huge!,10,4,1
6968,49,General,Jackets,Outerwear,1121,Too much fabric for a petite,1,3,0
6969,48,General,Bottoms,Jeans,1033,Great fitting jean.,0,5,1
6970,57,General,Bottoms,Skirts,993,Cute & versatile,2,5,1
6971,56,General,Tops,Blouses,833,,0,4,1
6972,85,General Petite,Dresses,Dresses,1081,Perfect comfy stylish dress,0,5,1
6973,38,General Petite,Dresses,Dresses,1081,Perfect summer dress,0,5,1
6974,34,General Petite,Dresses,Dresses,1091,Sizing and fit are off,28,3,1
6975,36,Initmates,Intimate,Swim,403,Love my new workout clothes!!,1,5,1
6976,38,General,Dresses,Dresses,1091,Perfect winter dress!,12,5,1
6977,61,General Petite,Tops,Blouses,824,Simply beautiful,0,5,1
6978,33,General,Tops,Fine gauge,895,So soft,0,5,1
6979,28,General Petite,Dresses,Dresses,1080,,0,5,1
6980,24,General,Tops,Blouses,829,Love it!,2,5,1
6981,39,General,Tops,Knits,872,"Beautiful details, runs long",0,4,1
6982,67,General,Jackets,Jackets,960,Had to have this!,2,5,1
6983,34,General,Tops,Knits,862,,0,4,1
6984,51,General,Tops,Knits,865,Summer coverall,1,4,1
6985,64,General Petite,Tops,Sweaters,936,Great sweater & color!,1,5,1
6986,60,General Petite,Bottoms,Jeans,1148,Another perfect pair!,0,5,1
6987,29,General,Tops,Blouses,833,Too large and not flattering,0,2,0
6988,27,General Petite,Tops,Blouses,830,Gorgeous and feminine,4,5,1
6989,38,General,Bottoms,Skirts,1011,,1,5,1
6990,35,General Petite,Bottoms,Skirts,1008,,0,5,1
6991,52,General,Tops,Blouses,836,Runs short,0,4,1
6992,51,General,Tops,Knits,854,Perfect!,1,5,1
6993,26,General Petite,Tops,Blouses,822,,1,3,0
6994,31,General,Dresses,Dresses,1078,Beautiful and flattering,0,4,1
6995,39,General,Tops,Blouses,823,So comfortable,0,5,1
6996,29,General Petite,Dresses,Dresses,1081,"Perfect fit, forgiving belly",5,5,1
6997,49,General Petite,Tops,Sweaters,933,Great boyfriend sweater!,0,5,1
6998,41,General Petite,Tops,Knits,862,,11,5,1
6999,43,General,Dresses,Dresses,1107,"This is not 39"" from shoulder",5,3,1
7000,37,General,Jackets,Jackets,975,Love!!!,0,5,1
7001,66,General,Tops,Blouses,833,,15,5,1
7002,42,General,Dresses,Dresses,1098,,0,5,1
7003,39,General Petite,Tops,Blouses,831,,19,5,1
7004,39,General,Tops,Knits,860,"Fun cut, cute colors",3,5,1
7005,55,General Petite,Bottoms,Pants,1068,Raspberry jumpsuit,12,5,1
7006,37,General,Tops,Knits,862,,0,5,1
7007,39,General,Bottoms,Shorts,357,Adorable and hard working piece!,2,5,1
7008,51,General,Tops,Fine gauge,890,Adorable sweater!,3,5,1
7009,44,General,Bottoms,Skirts,1009,Petite sizing?,39,4,1
7010,29,General Petite,Bottoms,Skirts,996,Perfectly comfortable & subtlety sexy,0,5,1
7011,41,General,Bottoms,Pants,1066,Perfect work pants!,0,5,1
7012,37,General Petite,Tops,Knits,867,Perfect,1,5,1
7013,26,General,Bottoms,Skirts,1020,"Stunning, just wasn't quite right for my needs",0,5,1
7014,58,General Petite,Dresses,Dresses,1079,Grass green,8,4,1
7015,36,General,Tops,Knits,861,Well-made basic,1,5,1
7016,33,General Petite,Dresses,Dresses,1095,Cute summer dress,0,4,1
7017,37,General,Dresses,Dresses,1083,Beautiful idea...,0,3,1
7018,43,General,Tops,Knits,877,Great design,1,4,1
7019,37,General,Tops,Blouses,840,Adorable but poor fit,9,3,0
7020,32,General Petite,Dresses,Dresses,1081,"Good cut, bad texture",0,3,0
7021,42,General,Tops,Fine gauge,917,,1,3,1
7022,36,General,Tops,Fine gauge,895,Just what i needed!,1,5,1
7023,48,General,Tops,Blouses,835,"Pretty and feminine, but definitely size up!",4,5,1
7024,50,General,Tops,Blouses,828,,0,5,1
7025,47,General,Tops,Knits,862,,1,4,1
7026,44,General,Bottoms,Pants,1056,"Love ""em but hei hei where'd the side buttons go?",17,4,1
7027,58,General,Dresses,Dresses,1077,Beautiful,0,5,1
7028,36,General Petite,Dresses,Dresses,1087,Thinking of returning,1,3,0
7029,67,General Petite,Tops,Blouses,828,,1,5,1
7030,64,General Petite,Tops,Blouses,815,Beautiful!,1,5,1
7031,43,Initmates,Intimate,Swim,523,Australian sizing!!,2,3,0
7032,42,General,Tops,Fine gauge,895,Quirky,0,5,1
7033,29,General,Tops,Blouses,828,Perfect white shirt,0,5,1
7034,39,General,Tops,Blouses,833,Sold out,1,5,1
7035,48,General,Jackets,Jackets,965,Flowy and fun!,0,4,1
7036,34,General Petite,Bottoms,Jeans,1035,I think i'll just live in these permanently!,1,5,1
7037,62,General,Tops,Fine gauge,909,Beautiful!,2,4,1
7038,39,General,Jackets,Outerwear,1134,"Fabric was divine, but...",7,3,1
7039,32,General,Tops,Knits,868,,14,3,0
7040,35,General Petite,Dresses,Dresses,1081,,10,2,0
7041,48,General,Tops,Knits,862,"Shapely, but busty gals beware",2,3,1
7042,38,General,Tops,Blouses,835,Sparkle with delight,10,5,1
7043,34,General,Tops,Knits,868,Very versatile,2,5,1
7044,22,General,Tops,Knits,873,Flattering,7,4,1
7045,31,General,Bottoms,Shorts,619,Runs 1-2 sizes too small,1,4,1
7046,54,General Petite,Dresses,Dresses,1081,Cute and easy,1,4,1
7047,37,Initmates,Intimate,Lounge,663,Perfect basic wardrobe staple,0,5,1
7048,25,General,Dresses,Dresses,1078,This is a gorgeous dress. the blue is beautiful,3,5,1
7049,41,General Petite,Tops,Sweaters,936,Great sweater,0,5,1
7050,39,General,Dresses,Dresses,1110,Eye catching,23,5,1
7051,33,General,Dresses,Dresses,1094,Bubble gum pink,1,5,1
7052,28,General,Dresses,Dresses,1080,Flattering and comfortable,0,5,1
7053,27,General Petite,Dresses,Dresses,1110,Great fall dress,0,4,1
7054,31,General,Bottoms,Skirts,1009,Gorgeous and happy,3,5,1
7055,34,General Petite,Dresses,Dresses,1081,Greek goddess-style not for all!,0,1,0
7056,33,General,Dresses,Dresses,1080,Gorgeous!,0,5,1
7057,61,General Petite,Dresses,Dresses,1094,Can be flattering,1,4,1
7058,36,General,Dresses,Dresses,1078,Wrong color and too big,0,2,0
7059,33,General Petite,Dresses,Dresses,1081,Cute dress,0,5,1
7060,46,General,Dresses,Dresses,1094,Better than i even thought!,0,5,1
7061,50,General Petite,Tops,Knits,865,High hopes are dashed!,3,1,0
7062,45,General,Tops,Sweaters,937,Nice surprise,8,5,1
7063,45,General Petite,Bottoms,Jeans,1037,Great pants,1,5,1
7064,47,General,Dresses,Dresses,1086,,0,4,1
7065,41,Initmates,Intimate,Lounge,370,Great wide leg sweatpants!,2,5,1
7066,44,General,Tops,Sweaters,941,Very itchy!,0,2,0
7067,40,General,Tops,Fine gauge,907,,1,4,1
7068,37,General,Dresses,Dresses,1083,Flattering and great buy on sale!,2,4,1
7069,31,General Petite,Jackets,Jackets,956,Signature piece!,0,5,1
7070,35,General Petite,Jackets,Jackets,964,Flattering jacket: size up,1,5,1
7071,52,Initmates,Intimate,Lounge,331,Cute and well made,1,5,1
7072,62,General,Dresses,Dresses,1077,Easy everyday dress!,1,5,1
7073,39,General,Dresses,Dresses,1081,I like this one,5,5,1
7074,31,General,Tops,Knits,863,Crazy cute!,0,5,1
7075,57,General,Tops,Knits,868,Well made; but huge,1,2,0
7076,51,General,Bottoms,Pants,1061,Cute,0,4,1
7077,55,General Petite,Bottoms,Jeans,1026,Love them!,0,5,1
7078,48,General,Tops,Knits,872,Gray washed scoop tee,0,4,1
7079,39,General Petite,Tops,Blouses,833,,0,5,1
7080,33,General Petite,Dresses,Dresses,1094,Perfect lines,4,5,1
7081,21,General,Dresses,Dresses,1096,,1,4,1
7082,37,General Petite,Dresses,Dresses,1110,"Cute dress, but do not wash! dry clean only.",3,2,0
7083,27,General Petite,Tops,Fine gauge,907,Cute but color different than pictured,0,4,1
7084,38,General Petite,Tops,Blouses,834,Beautiful and feminine,0,4,1
7085,56,General,Dresses,Dresses,1078,Beautiful summer dress,10,5,1
7086,50,General Petite,Bottoms,Pants,1062,Unique beautiful pants,0,5,1
7087,40,General,Tops,Blouses,831,Super comfy,0,5,1
7088,56,General,Tops,Blouses,830,Adorable,3,4,1
7089,56,General,Tops,Knits,881,,19,4,1
7090,41,General Petite,Tops,Sweaters,927,Great versatile piece!,6,5,1
7091,27,General Petite,Dresses,Dresses,1109,Love,4,5,1
7092,49,General Petite,Tops,Blouses,829,I so want to love this shirt...,1,3,0
7093,37,General,Dresses,Dresses,1078,At once matronly and sexy?,0,3,0
7094,46,General Petite,Dresses,Dresses,1085,Beautiful,0,5,1
7095,62,General,Dresses,Dresses,1078,Cute and comfy,2,4,1
7096,32,General,Tops,Sweaters,927,Shorter than expected,0,3,0
7097,25,General,Tops,Fine gauge,902,Not a flattering fit,0,2,0
7098,37,General Petite,Tops,Sweaters,936,Solid basic sweater,0,4,1
7099,43,General Petite,Dresses,Dresses,1094,Pretty design,31,5,1
7100,48,General,Dresses,Dresses,1081,,0,4,1
7101,34,General Petite,Bottoms,Skirts,1008,"Misnomer in color, stunning on any figure",23,5,1
7102,65,General,Tops,Blouses,829,Gorgeous white blouse,1,4,1
7103,27,General,Tops,Knits,854,,0,4,1
7104,63,General,Dresses,Dresses,1096,Lovely dress,4,4,1
7105,44,General,Tops,Knits,854,Cute but tight in the chest,1,4,1
7106,39,General,Bottoms,Skirts,1008,Beautiful,0,4,1
7107,55,General Petite,Tops,Sweaters,936,Gorgeous,13,5,1
7108,46,General Petite,Dresses,Dresses,1086,Classic winter,0,5,1
7109,26,General Petite,Tops,Knits,872,Average top,5,3,0
7110,46,General,Trend,Trend,569,"It's like a work of art, but sadly, not flattering",1,2,0
7111,36,General,Bottoms,Jeans,1030,,0,5,1
7112,33,General,Tops,Blouses,829,Great top to transition to fall!,0,4,1
7113,29,General,Dresses,Dresses,1089,Love.,0,5,1
7114,34,General,Tops,Knits,876,,4,4,1
7115,60,General Petite,Bottoms,Jeans,1033,Great jeans,0,5,1
7116,53,General,Tops,Knits,872,Love this top!!,0,4,1
7117,69,General,Dresses,Dresses,1098,,7,2,0
7118,33,General Petite,Tops,Knits,862,Cute shirt for work or play,8,5,1
7119,42,General,Tops,Knits,861,I feel so betrayed...,3,2,0
7120,33,Initmates,Intimate,Swim,395,Vintage beach ready,2,5,1
7121,41,Initmates,Intimate,Legwear,90,,1,5,1
7122,42,General,Dresses,Dresses,1078,My wife loves this dress!,0,5,1
7123,41,General,Dresses,Dresses,1077,,8,3,0
7124,54,General,Tops,Blouses,831,Great top for spring and summer,4,5,1
7125,33,General Petite,Dresses,Dresses,1072,Huge,0,4,1
7126,29,General,Dresses,Dresses,1078,,0,5,1
7127,44,General,Bottoms,Jeans,1039,Mom jeans worthy of a snl skit,6,2,0
7128,78,General,Tops,Sweaters,926,Not for me!!!!,4,2,0
7129,58,General Petite,Dresses,Dresses,1080,Waist is higher than my waist,2,3,0
7130,55,General Petite,Bottoms,Jeans,1033,Great cords,0,4,1
7131,49,General Petite,Dresses,Dresses,1078,,0,5,1
7132,56,General,Tops,Blouses,829,Comfy & cute,0,4,1
7133,30,General,Jackets,Jackets,964,"Comfy, cozy....",0,5,1
7134,26,General,Dresses,Dresses,1082,Gorgeous dress,1,5,1
7135,43,General,Tops,Knits,868,,2,5,1
7136,57,General Petite,Bottoms,Pants,1053,Not as hoped,0,1,0
7137,66,General,Dresses,Dresses,1094,Super flattering,0,5,1
7138,56,General,Tops,Fine gauge,912,"Fit was small at waist, large up top! odd spots!",12,4,0
7139,57,General,Dresses,Dresses,1082,,1,4,1
7140,37,Initmates,Intimate,Sleep,176,Not a great fit,0,2,0
7141,64,General,Tops,Blouses,835,,11,4,1
7142,46,General,Dresses,Dresses,1081,"Beautiful fabric, perfect fit",15,5,1
7143,73,General,Tops,Blouses,840,On its way back to retailer,1,1,0
7144,24,General,Bottoms,Jeans,1037,Great cords!,0,5,1
7145,70,General,Dresses,Dresses,1079,,2,3,1
7146,36,General,Dresses,Dresses,1086,Flattering classic with a bit of flair,2,4,1
7147,43,General,Tops,Fine gauge,907,Favorite find for fall,0,5,1
7148,29,General,Bottoms,Pants,1056,The size 24 are gone!,2,4,1
7149,43,General Petite,Bottoms,Pants,1055,Not for big girls :(,11,2,0
7150,55,General,Tops,Knits,860,Versatile,1,5,1
7151,34,General,Dresses,Dresses,1075,,0,1,0
7152,44,General,Dresses,Dresses,1094,,1,4,1
7153,57,Initmates,Intimate,Lounge,360,Hidden treasure,0,5,1
7154,47,General Petite,Bottoms,Jeans,1033,"Love them, they can shrink",3,4,1
7155,46,General,Tops,Sweaters,945,Love this vest,0,5,1
7156,27,General,Dresses,Dresses,1086,Love it!,4,5,1
7157,25,General Petite,Bottoms,Skirts,993,Cute print but cut misses the mark,0,2,0
7158,55,General,Tops,Knits,872,So unique  and pretty,0,5,1
7159,29,General Petite,Bottoms,Pants,1068,Love,2,5,1
7160,37,General,Dresses,Dresses,1150,Love,2,5,1
7161,33,General,Dresses,Dresses,1077,Perfect for bump :),0,4,1
7162,32,General Petite,Tops,Knits,867,"Pretty, runs large",4,4,1
